;evt_type_num;1103_prev;1103_post;1109_prev;1109_post;1111_prev;1111_post;1113_prev;1113_post;1115_prev;1115_post;1117_prev;1117_post;1119_prev;1119_post;1121_prev;1121_post;1123_prev;1123_post;1125_prev;1125_post;1134_prev;1134_post;1136_prev;1136_post;1164_prev;1164_post;1166_prev;1166_post;1170_prev;1170_post;1178_prev;1178_post;1180_prev;1180_post;1182_prev;1182_post;1188_prev;1188_post;1190_prev;1190_post;1196_prev;1196_post;1210_prev;1210_post;1216_prev;1216_post;1218_prev;1218_post;1487_prev;1487_post;1972462773_prev;1972462773_post;2884620857_prev;2884620857_post;3246631463_prev;3246631463_post;4464520745_prev;4464520745_post;5281267026_prev;5281267026_post;5465536958_prev;5465536958_post;5465551953_prev;5465551953_post;5465600229_prev;5465600229_post;6029388272_prev;6029388272_post;6064027586_prev;6064027586_post;6064027597_prev;6064027597_post;6064061663_prev;6064061663_post;6064071199_prev;6064071199_post;6064100661_prev;6064100661_post;6064411646_prev;6064411646_post;6066147434_prev;6066147434_post;6071542409_prev;6071542409_post;6072675642_prev;6072675642_post;6074370064_prev;6074370064_post;6082462464_prev;6082462464_post;6097787339_prev;6097787339_post;6100944762_prev;6100944762_post;6100954493_prev;6100954493_post;6100958508_prev;6100958508_post;6100971872_prev;6100971872_post;6100986271_prev;6100986271_post;6100996664_prev;6100996664_post;6101017092_prev;6101017092_post;6101025570_prev;6101025570_post;6101071505_prev;6101071505_post;6101130962_prev;6101130962_post;6101688611_prev;6101688611_post;6101705982_prev;6101705982_post;6101798974_prev;6101798974_post;6103192580_prev;6103192580_post;6108364993_prev;6108364993_post;6108824655_prev;6108824655_post;6111532602_prev;6111532602_post;6111932208_prev;6111932208_post;6112341779_prev;6112341779_post;6112715950_prev;6112715950_post;6112959031_prev;6112959031_post;6113912545_prev;6113912545_post;6368901817_prev;6368901817_post;7163029317_prev;7163029317_post;7604445879_prev;7604445879_post;7604684006_prev;7604684006_post;7691882320_prev;7691882320_post;7699615719_prev;7699615719_post;890896994_prev;890896994_post;890904439_prev;890904439_post;9092741870_prev;9092741870_post;9092758665_prev;9092758665_post;MAIN_OPERATION;ROLE_COUNT;FLAG_ID_STORNO_APPROVE;STORNO_APPROVE_FLAG;FLAG_BK_PIN;BK_PIN_FLAG
11886;7;2.0;0.0;2.0;0.0;;;;;;;;;1.0;0.0;;;10;4;1.0;0.0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;;0;;0
6234;6;1.0;0.0;1.0;1.0;;;;;;;;;;;;;4;0;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;3.0;2.0;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;1.0;1.0;1.0;;;;;1;1;;0;;0
11328;4;1.0;0.0;2.0;0.0;;;1.0;0.0;;;;;;;;;1;0;1.0;0.0;4.0;0.0;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;0;1;;0;9189361091;1
8264;7;;;;;;;;;;;;;1.0;1.0;;;1;3;;;;;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
9182;5;;;0.0;1.0;;;;;;;;;5.0;0.0;;;2;0;2.0;0.0;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;0.0;;;;;0;0;;0;7896696468;1
5131;5;0.0;1.0;0.0;1.0;0.0;4.0;;;;;;;;;;;2;0;1.0;0.0;;;2.0;0.0;;;;;12.0;0.0;;;;;;;;;;;;;;;3.0;1.0;;;;;;;;;;;;;11.0;0.0;;;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
8798;1;1.0;0.0;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
7381;22;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;2.0;1.0;;;;;;;;;1.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;1.0;;;;;1;1;;0;;0
9984;1;1.0;1.0;0.0;1.0;;;;;;;;;;;;;1;1;1.0;2.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;3.0;2.0;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;1.0;1.0;1.0;;;;;1;1;;0;8383266260;1
2753;7;2.0;0.0;1.0;1.0;;;;;;;;;;;;;2;2;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
7564;4;;;;;;;;;;;;;;;;;1;0;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;4.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;;;;;0;0;;0;;0
8948;7;;;;;;;;;;;;;;;;;3;1;;;;;2.0;0.0;2.0;0.0;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;1.0;0.0;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;0;0;;0;;0
1906;2;2.0;0.0;1.0;1.0;;;;;;;;;;;;;1;0;0.0;2.0;1.0;1.0;1.0;0.0;;;;;4.0;0.0;;;;;;;;;;;;;;;8.0;2.0;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;0;1;;0;;0
9321;4;0.0;1.0;;;;;;;;;1.0;0.0;1.0;0.0;;;1;0;3.0;1.0;3.0;1.0;0.0;1.0;1.0;0.0;;;1.0;2.0;;;;;;;;;;;;;;;5.0;1.0;;;;;;;;;1.0;1.0;;;1.0;2.0;;;;;;;;;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;0.0;;;;;0;0;;0;7997501540;1
4606;4;2.0;0.0;1.0;1.0;;;;;;;;;;;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;1.0;0.0;;;;;;;1.0;0.0;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;1;1;;0;;0
6511;2;3.0;2.0;3.0;2.0;;;;;;;;;;;;;1;0;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;0;1;;0;;0
8706;16;1.0;1.0;0.0;2.0;;;;;;;;;;;;;1;0;1.0;0.0;2.0;0.0;0.0;1.0;;;;;0.0;3.0;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;0.0;3.0;;;;;;;;;;;;;;;;;1.0;1.0;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;5659558670;1;;0
8387;4;0.0;2.0;1.0;1.0;;;;;;;;;;;;;2;3;6.0;1.0;6.0;3.0;1.0;0.0;;;;;2.0;0.0;;;;;;;;;;;;;;;5.0;1.0;;;;;;;;;;;;;2.0;0.0;;;1.0;0.0;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;5403484827;1
366;17;4.0;1.0;3.0;2.0;;;;;;;;;;;;;2;1;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;;0;;0
12605;4;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;1;4.0;0.0;;;1.0;1.0;;;;;5.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;3.0;;;;;;;;;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;9978542356;1;;0
8168;17;1.0;1.0;0.0;2.0;;;;;;;;;;;;;5;2;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
2773;12;3.0;2.0;2.0;1.0;;;;;;;;;1.0;1.0;;;1;0;;;0.0;2.0;;;5.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1212111783;1;;0
7761;7;1.0;0.0;;;;;;;;;;;6.0;0.0;;;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
9162;5;;;;;;;;;;;;;;;;;3;0;3.0;2.0;;;1.0;1.0;;;;;3.0;4.0;;;;;;;;;;;;;;;1.0;1.0;;;1.0;0.0;;;;;1.0;1.0;;;3.0;3.0;;;;;;;;;;;;;;;;;4.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;0.0;;;;;0;0;;0;7891051476;1
3492;7;;;;;;;;;;;;;0.0;2.0;;;2;1;1.0;0.0;;;1.0;1.0;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
12174;5;;;;;;;;;;;;;;;;;2;0;1.0;0.0;;;1.0;2.0;;;;;2.0;2.0;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;2.0;2.0;;;1.0;0.0;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
11261;4;1.0;2.0;1.0;2.0;;;;;;;;;;;;;1;1;1.0;2.0;0.0;5.0;;;;;;;1.0;0.0;;;;;;;;;;;;;;;3.0;1.0;;;;;;;;;1.0;2.0;;;1.0;0.0;;;1.0;0.0;;;;;;;;;;;;;4.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;0.0;;;;;0;0;;0;9153174741;1
808;8;;;;;;;;;;;;;;;;;1;0;3.0;0.0;;;3.0;0.0;;;;;9.0;0.0;;;;;;;;;;;;;;;7.0;1.0;;;;;;;;;;;;;9.0;0.0;;;4.0;0.0;;;;;;;;;;;;;7.0;1.0;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;9.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
6143;5;1.0;0.0;0.0;1.0;;;;;;;;;;;;;4;0;0.0;3.0;2.0;4.0;1.0;0.0;;;;;4.0;0.0;;;;;;;;;;;;;;;5.0;6.0;;;;;;;;;0.0;2.0;;;4.0;0.0;;;;;;;;;;;;;;;;;2.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;0.0;1.0;;;;;0;1;;0;;0
12009;4;6.0;0.0;6.0;0.0;3.0;0.0;;;;;;;;;;;24;6;9.0;6.0;21.0;12.0;;;;;;;;;;;;;;;;;;;;;;;48.0;12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
5471;16;5.0;2.0;6.0;2.0;;;3.0;6.0;;;;;;;;;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4021750801;1;;0
3240;4;1.0;0.0;;;0.0;1.0;;;;;;;;;1.0;0.0;1;0;2.0;4.0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;4.0;2.0;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;;;;;;;5.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;1.0;2.0;1.0;;;;;1;1;;0;1435221800;1
1690;6;2.0;0.0;1.0;1.0;;;;;;;;;;;1.0;0.0;2;0;0.0;1.0;1.0;0.0;0.0;1.0;;;;;;;;;;;;;;;;;;;;;4.0;1.0;;;;;;;;;5.0;1.0;;;;;;;;;;;;;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;1.0;2.0;1.0;;;;;1;1;;0;;0
6065;20;3.0;2.0;3.0;2.0;;;;;;;;;1.0;0.0;;;1;0;;;2.0;0.0;0.0;1.0;;;;;;;;;;;;;;;;;;;;;4.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
805;4;;;;;;;;;;;;;;;;;1;0;1.0;1.0;;;1.0;1.0;;;;;2.0;3.0;;;;;;;;;;;;;;;2.0;1.0;;;;;;;;;;;;;2.0;3.0;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;10598885123;1
373;4;1.0;0.0;;;;;;;;;;;;;;;3;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
7135;4;;;;;;;;;;;;;;;;;1;0;12.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
255;5;;;;;;;;;;;;;;;;;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1016945574;1;;0
2458;7;1.0;0.0;;;;;;;;;;;;;;;1;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
9145;8;0.0;1.0;;;;;;;;;;;;;;;1;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;0;0;;0;;0
11534;1;3.0;0.0;2.0;1.0;1.0;0.0;;;;;;;;;;;1;0;2.0;0.0;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;0;1;9315476792;1;;0
286;6;2.0;1.0;1.0;2.0;;;;;;;;;0.0;1.0;;;2;0;1.0;0.0;;;1.0;1.0;;;;;10.0;1.0;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;1.0;1.0;;;10.0;1.0;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;;;;;1;1;;0;;0
2719;2;1.0;0.0;;;;;;;;;;;;;;;2;8;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1185337109;1;;0
5001;5;1.0;1.0;0.0;2.0;;;;;;;;;;;;;2;1;0.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
11094;4;;;1.0;0.0;;;;;;;;;;;;;1;0;4.0;1.0;0.0;1.0;1.0;0.0;;;;;2.0;0.0;;;;;;;;;;;;;;;0.0;3.0;;;;;;;;;;;;;2.0;0.0;;;0.0;2.0;;;;;;;;;;;;;5.0;2.0;;;;;;;;;;;;;;;;;;;0.0;1.0;0.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
1834;13;;;;;;;;;;;;;;;;;3;0;;;2.0;0.0;;;;;;;6.0;0.0;;;;;;;;;;;;;;;6.0;0.0;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;0;0;;0;;0
939;2;2.0;0.0;1.0;1.0;;;;;;;;;4.0;0.0;;;1;0;;;;;0.0;1.0;1.0;0.0;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;0;0;;0;;0
1545;7;2.0;0.0;;;;;;;;;;;2.0;0.0;;;1;0;2.0;0.0;2.0;7.0;0.0;1.0;;;;;8.0;4.0;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;8.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;0;1;10939962972;1;;0
6679;19;2.0;0.0;1.0;1.0;;;;;;;;;;;;;1;3;0.0;2.0;1.0;1.0;2.0;0.0;;;;;3.0;0.0;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4246350458;1;;0
2824;1;1.0;0.0;;;;;;;;;;;;;;;1;0;1.0;1.0;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;1;1;;0;1225347330;1
1491;19;1.0;0.0;1.0;1.0;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;0;1;;0;;0
3050;5;;;;;;;;;;;;;;;;;3;0;3.0;0.0;1.0;0.0;0.0;1.0;;;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;;1.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;1311107932;1
6570;8;0.0;1.0;;;;;;;;;;;;;;;1;0;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;8.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
10063;11;4.0;0.0;5.0;1.0;;;;;;;;;;;;;1;1;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;8425044861;1;;0
4414;1;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;3.0;4.0;4.0;4.0;;;;;;;;;;;;;;;;;;;;;;;10.0;4.0;;;;;;;;;2.0;3.0;;;;;;;;;;;;;;;;;;;;;5.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;1.0;2.0;1.0;;;;;0;1;;0;;0
12199;8;2.0;1.0;1.0;2.0;;;;;;;;;0.0;2.0;;;1;0;1.0;0.0;5.0;1.0;1.0;1.0;;;;;7.0;4.0;;;;;;;;;;;;;;;8.0;2.0;;;;;;;;;;;;;7.0;4.0;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
10214;6;2.0;0.0;;;;;;;;;;;;;;;6;0;10.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;8512783420;1
6926;22;1.0;1.0;1.0;0.0;;;;;;;;;1.0;1.0;;;1;0;;;1.0;0.0;0.0;1.0;;;;;0.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;3.0;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
7419;3;4.0;4.0;3.0;5.0;;;;;;;;;;;;;1;2;;;;;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4416265676;1;;0
